bits,view,layers,blocks,dtype,max_orthogonality_error,mean_orthogonality_error,mean_determinant,max_determinant_error,status
3.0,vector,8,256,bfloat16,0.004869997501373291,0.00311284042890847,1.0001451301506983,0.007627688779800024,pass
4.0,vector,8,256,bfloat16,0.004754289984703064,0.0031410990457496624,1.0001458939299448,0.006427305207942213,pass
8.0,vector,8,256,bfloat16,0.00626921933144331,0.0031335699600596456,1.0000284109426536,0.0071111877415807045,pass
